OID_,vh_raw,vv_raw,S1_pixel_ID,class_assignment
1495,0.0283754,0.0876449,1548,NC
1496,0.0106746,0.0755233,324,mixed
1497,0.0057686,0.0842611,747,mixed
1498,0.0041826,0.0704931,411,mixed
1499,0.0034098,0.0471198,838,mixed
1500,0.0191932,0.0994253,1031,NC
1501,0.0082909,0.1453330,1141,mixed
1502,0.0043151,0.1289682,1148,mixed
1503,0.0030888,0.0589222,358,mixed
1504,0.0035109,0.0399840,1256,mixed
1505,0.0024131,0.0609066,365,mixed
1506,0.0099558,0.0394124,730,mixed
1507,0.0199456,0.0461711,585,mixed
1508,0.0072471,0.0663464,1633,mixed
1509,0.0079446,0.0556356,1103,mixed
1510,0.0082840,0.0426723,644,
1511,0.0023793,0.0427732,280,mixed
1512,0.0068257,0.0465264,241,mixed
1513,0.0134420,0.0639749,1201,mixed
1514,0.0040010,0.0602557,1171,mixed
1515,0.0045015,0.0480324,489,mixed
1516,0.0049511,0.0364642,1584,
1517,0.0020805,0.0393819,923,mixed
1518,0.0043246,0.0483724,1432,mixed
1519,0.0073774,0.0662421,854,mixed
1520,0.0044433,0.0639242,1586,mixed
1521,0.0027614,0.0500068,1119,mixed
1522,0.0055730,0.0478081,987,
1523,0.0027787,0.0287670,848,mixed
1524,0.0037647,0.0333367,1106,mixed
1525,0.0055077,0.0587051,1605,mixed
1526,0.0042091,0.0572545,1696,mixed
1527,0.0028669,0.0474636,651,mixed
1528,0.0051163,0.0634997,904,
1529,0.0034896,0.0339757,1159,mixed
1530,0.0036448,0.0402183,1015,mixed
1531,0.0049359,0.0496393,880,mixed
1532,0.0031152,0.0451891,1829,mixed
1533,0.0024552,0.0518190,809,mixed
1534,0.0034150,0.0754467,634,
1535,0.0040369,0.0486166,1320,mixed
1536,0.0048854,0.0554105,394,mixed
1537,0.0054966,0.0344315,685,mixed
1538,0.0021234,0.0373190,777,mixed
1539,0.0017116,0.0529477,1804,mixed
1540,0.0028610,0.0752118,967,
1541,0.0260111,0.0951616,1762,
1542,0.0143655,0.0511166,599,
1543,0.0138642,0.0461812,995,
1544,0.0068131,0.0573723,1839,
1545,0.0690836,0.2165755,683,
1546,0.0605400,0.1423471,1513,
1547,0.0297126,0.2137940,1508,
1548,0.0434823,0.1969868,1214,
1549,0.0496954,0.1444158,1271,
1550,0.0442737,0.1406883,1947,
1551,0.0397626,0.1734732,1539,
1552,0.0431570,0.1136884,19,
1553,0.0451562,0.1588694,1304,
1554,0.0663141,0.2787094,1118,
1555,0.0626319,0.1215651,378,
1556,0.0507796,0.2441948,412,
1557,0.1065470,0.4089342,999,
1558,0.1113331,0.2346362,1315,NC
1559,0.0201783,0.1106777,30,NC
1560,0.0052252,0.1320990,305,mixed
1561,0.0054123,0.1120786,691,mixed
1562,0.0042235,0.0474288,833,mixed
1563,0.0038881,0.0333772,536,mixed
1564,0.0245086,0.0987477,1390,mixed
1565,0.0056679,0.0739200,36,mixed
1566,0.0051973,0.0694763,1803,mixed
1567,0.0040678,0.0450457,1009,mixed
1568,0.0032986,0.0326060,1176,mixed
1569,0.0252327,0.0607258,916,mixed
1570,0.0087596,0.0596532,1671,mixed
1571,0.0050792,0.0610983,814,mixed
1572,0.0046223,0.0541494,376,mixed
1573,0.0055149,0.0402463,1580,mixed
1574,0.0337379,0.0483651,373,mixed
1575,0.0102696,0.0614520,1211,mixed
1576,0.0053365,0.0629651,950,mixed
1577,0.0052709,0.0550104,816,mixed
1578,0.0060636,0.0399801,144,mixed
1579,0.0457707,0.0495625,1443,mixed
1580,0.0080362,0.0482687,87,mixed
1581,0.0041719,0.0564320,550,mixed
1582,0.0048426,0.0468199,1079,mixed
1583,0.0054709,0.0230084,193,mixed
1584,0.0032095,0.0521710,1462,mixed
1585,0.0030055,0.0549835,1340,mixed
1586,0.0032247,0.0224951,899,mixed
1587,0.0022677,0.0316634,839,mixed
1588,0.0019831,0.0418342,322,NC
1589,0.0031514,0.0557363,282,
1590,0.0024683,0.0372816,1368,mixed
1591,0.0016121,0.0349290,1243,mixed
1592,0.0027418,0.0190350,1326,mixed
1593,0.0040915,0.0278580,1331,mixed
1594,0.0039134,0.0354117,263,NC
1595,0.0037286,0.0387714,304,
1596,0.0042280,0.0286146,118,mixed
1597,0.0033109,0.0239644,632,mixed
1598,0.0048219,0.0168580,1115,mixed
1599,0.0055610,0.0254660,75,mixed
1600,0.0049314,0.0333760,773,NC
1601,0.0036218,0.0248376,1629,
1602,0.0029840,0.0225859,184,mixed
1603,0.0022928,0.0159633,1848,mixed
1604,0.0050713,0.0157252,511,mixed
1605,0.0055107,0.0264325,1094,mixed
1606,0.0064916,0.0311876,1279,NC
1607,0.0098120,0.0319151,1819,
1608,0.0021315,0.0162078,1788,mixed
1609,0.0030249,0.0147658,982,mixed
1610,0.0062470,0.0307734,163,mixed
1611,0.0050383,0.0368611,317,mixed
1612,0.0057036,0.0410458,1552,NC
1613,0.0113734,0.0399856,113,
1614,0.0270946,0.0874078,274,
1615,0.0604930,0.2388814,1949,
1616,0.1280711,0.3671184,290,
1617,0.1255639,0.2435263,1234,NC
1618,0.0149182,0.1028471,580,
1619,0.0557076,0.1415529,755,
1620,0.1039113,0.1844411,1818,
1621,0.0788165,0.1257358,1149,NC
1622,0.0103818,0.1035357,552,
1623,0.0437761,0.0907330,951,
1624,0.0699059,0.0674951,35,
1625,0.0458123,0.0507909,223,mixed
1626,0.0084846,0.0905300,474,
1627,0.0302337,0.1118356,1105,
1628,0.0529842,0.0772670,1583,NC
1629,0.0396486,0.0343530,367,mixed
1630,0.0132310,0.1061619,1712,
1631,0.0077640,0.1151247,655,
1632,0.0164492,0.1428144,1224,
1633,0.0288036,0.1228764,819,NC
1634,0.0196761,0.0599768,1132,mixed
1635,0.0100463,0.1471009,1630,
1636,0.0066610,0.1402132,1160,
1637,0.0106222,0.1317653,1738,
1638,0.0145431,0.1141096,912,NC
1639,0.0091436,0.0688609,1867,mixed
1640,0.0431285,0.0525561,465,mixed
1641,0.0064211,0.0470058,1057,mixed
1642,0.0041471,0.0591554,613,mixed
1643,0.0063322,0.0435919,490,mixed
1644,0.0087325,0.0234042,1313,mixed
1645,0.0234158,0.0578624,559,mixed
1646,0.0053072,0.0766695,948,mixed
1647,0.0036945,0.0719514,1597,mixed
1648,0.0060992,0.0401056,733,mixed
1649,0.0081371,0.0214547,21,mixed
1650,0.0134161,0.0667897,1475,mixed
1651,0.0060858,0.0962960,517,mixed
1652,0.0042200,0.0562421,1723,mixed
1653,0.0048584,0.0236648,662,mixed
1654,0.0041244,0.0130195,1180,mixed
1655,0.0127480,0.0730806,65,mixed
1656,0.0048172,0.0629287,1694,mixed
1657,0.0054382,0.0280962,1337,mixed
1658,0.0052218,0.0129194,22,mixed
1659,0.0029847,0.0175361,1577,mixed
1660,0.0100013,0.0440173,99,mixed
1661,0.0041997,0.0325808,972,mixed
1662,0.0042602,0.0294274,1035,mixed
1663,0.0041319,0.0177426,1889,mixed
1664,0.0036280,0.0330032,224,mixed
1665,0.0058488,0.0385505,236,mixed
1666,0.0042191,0.0268828,949,mixed
1667,0.0038817,0.0234841,1306,mixed
1668,0.0054805,0.0165808,1406,mixed
1669,0.0081185,0.0298078,1437,mixed
1670,0.0062663,0.0239199,6,mixed
1671,0.0047831,0.0266790,1881,mixed
1672,0.0049568,0.0366395,676,mixed
1673,0.0046476,0.0389535,60,mixed
1674,0.0055441,0.0393229,1709,
1675,0.0121609,0.0324778,1526,
1676,0.0065921,0.0216652,1749,mixed
1677,0.0041330,0.0276189,512,mixed
1678,0.0027036,0.0324459,1771,mixed
1679,0.0031516,0.0295593,563,mixed
1680,0.0042462,0.0200311,1492,
1681,0.0093053,0.0259973,1602,
1682,0.0041268,0.0262195,1886,mixed
1683,0.0038876,0.0348535,1095,mixed
1684,0.0029284,0.0329671,901,mixed
1685,0.0020544,0.0277946,455,mixed
1686,0.0020958,0.0277211,1860,
1687,0.0062071,0.0490702,328,
1688,0.0053799,0.0389893,1002,mixed
1689,0.0084174,0.0579766,1735,mixed
1690,0.0051988,0.0261473,701,mixed
1691,0.0032019,0.0254131,131,mixed
1692,0.0040417,0.0402428,1798,
1693,0.0090278,0.0738606,927,
1694,0.0074177,0.0642851,1220,mixed
1695,0.0086959,0.0787755,1124,mixed
1696,0.0053449,0.0279318,402,mixed
1697,0.0023870,0.0309112,565,mixed
1698,0.0033862,0.0494640,301,
1699,0.0080716,0.0594776,749,mixed
1700,0.0060843,0.0736775,804,mixed
1701,0.0049319,0.0482302,1951,mixed
1702,0.0036089,0.0337059,1364,mixed
1703,0.0025669,0.0348583,233,
1704,0.0083697,0.1720114,997,
1705,0.0077567,0.1093910,73,
1706,0.0151275,0.0753141,1237,
1707,0.0205668,0.0707494,454,NC
1708,0.0103501,0.0719607,51,mixed
1709,0.0189947,0.1031476,594,
1710,0.0109140,0.0583966,1283,
1711,0.0196419,0.0445889,91,
1712,0.0280038,0.0648051,1498,mixed
1713,0.0135501,0.0808497,731,mixed
1714,0.0172865,0.0827892,285,
1715,0.0109922,0.0751813,319,
1716,0.0184574,0.0767227,1948,
1717,0.0250792,0.0922733,278,NC
1718,0.0164887,0.1103168,1044,mixed
1719,0.0089409,0.1024061,340,
1720,0.0072930,0.0802481,736,
1721,0.0135801,0.1109095,1471,
1722,0.0161822,0.1515445,883,NC
1723,0.0108161,0.1480708,921,mixed
1724,0.0098518,0.1739390,844,
1725,0.0095452,0.1031031,1550,
1726,0.0198214,0.1488446,178,
1727,0.0251154,0.1604799,401,NC
1728,0.0156579,0.1091074,641,mixed
1729,0.0039682,0.0553188,1356,mixed
1730,0.0041766,0.0210188,120,mixed
1731,0.0052192,0.0140814,668,mixed
1732,0.0073336,0.0180777,1440,mixed
1733,0.0095697,0.0208473,871,mixed
1734,0.0052830,0.0825265,1333,mixed
1735,0.0050091,0.0290573,805,mixed
1736,0.0052800,0.0159273,1275,mixed
1737,0.0052212,0.0282640,1419,mixed
1738,0.0048897,0.0489155,841,mixed
1739,0.0060981,0.1020950,444,mixed
1740,0.0038265,0.0487867,1728,mixed
1741,0.0039910,0.0132343,1786,mixed
1742,0.0050444,0.0267115,258,mixed
1743,0.0058988,0.0644982,288,mixed
1744,0.0057300,0.0959432,195,mixed
1745,0.0031932,0.0478249,1758,mixed
1746,0.0031975,0.0182512,571,mixed
1747,0.0048068,0.0306283,1619,mixed
1748,0.0065697,0.0438616,160,mixed
1749,0.0072360,0.0640661,1527,mixed
1750,0.0051408,0.0446434,1387,mixed
1751,0.0047109,0.0262097,1674,mixed
1752,0.0061467,0.0231871,549,mixed
1753,0.0088648,0.0330358,475,mixed
1754,0.0076965,0.0401055,1810,mixed
1755,0.0048381,0.0596799,661,mixed
1756,0.0036760,0.0469702,1227,mixed
1757,0.0028955,0.0252606,887,mixed
1758,0.0027986,0.0424529,354,
1759,0.0057353,0.0603642,1479,mixed
1760,0.0032067,0.0486438,418,mixed
1761,0.0019384,0.0286335,180,mixed
1762,0.0021569,0.0179287,1892,mixed
1763,0.0031918,0.0473576,1403,
1764,0.0078543,0.0888926,1147,mixed
1765,0.0039392,0.0405727,1551,mixed
1766,0.0015960,0.0143101,266,mixed
1767,0.0023480,0.0160320,1173,mixed
1768,0.0029992,0.0379260,1290,
1769,0.0073103,0.0674271,477,mixed
1770,0.0044007,0.0415682,913,mixed
1771,0.0009127,0.0102606,963,mixed
1772,0.0009579,0.0114934,1161,mixed
1773,0.0019069,0.0250893,1628,
1774,0.0082433,0.0540955,786,mixed
1775,0.0049914,0.0484059,1448,mixed
1776,0.0022573,0.0190767,1489,mixed
1777,0.0015793,0.0069226,852,mixed
1778,0.0028427,0.0159136,41,
1779,0.0147396,0.1007036,605,NC
1780,0.0136863,0.0870325,395,NC
1781,0.0072227,0.0492664,818,NC
1782,0.0036696,0.0271633,1525,NC
1783,0.0033890,0.0313661,1861,NC
1784,0.0047231,0.3428638,1092,
1785,0.0052005,0.0923763,154,
1786,0.0053818,0.0751755,988,
1787,0.0228196,0.1320894,1219,
1788,0.0331486,0.1239628,1505,
1789,0.0113656,0.3876407,1069,
1790,0.0061504,0.2322432,1484,
1791,0.0050634,0.0367127,1269,
1792,0.0025097,0.0983187,1673,
1793,0.0131240,0.1077419,855,
1794,0.0274141,0.1171502,761,
1795,0.0111349,0.2256949,1702,
1796,0.0068053,0.1347241,1841,
1797,0.0032928,0.0359331,925,
1798,0.0033565,0.0658129,253,
1799,0.0063252,0.0779470,1004,
1800,0.0141232,0.0873570,1426,
1801,0.0218669,0.0852818,1026,
1802,0.0097452,0.0413765,940,
1803,0.0065321,0.0271753,1412,
1804,0.0079866,0.0515237,348,
1805,0.0130670,0.0539921,81,
1806,0.0149682,0.0773016,734,
1807,0.0044874,0.0415576,212,
1808,0.0050981,0.0515539,1223,
1809,0.0062962,0.0944780,89,
1810,0.0068694,0.0509391,55,
1811,0.0077928,0.0504873,1494,
1812,0.0026311,0.0296542,1864,
1813,0.0043635,0.0435984,1040,
1814,0.0074046,0.0947152,86,
1815,0.0058649,0.0563172,1701,
1816,0.0118834,0.0433365,313,
1817,0.0064955,0.0461247,539,
1818,0.0062279,0.0384548,439,
1819,0.0041773,0.0579540,1686,
1820,0.0037165,0.0812881,1352,
1821,0.0054125,0.0932656,1361,
1822,0.0088634,0.0826830,1785,
1823,0.0071215,0.0618963,993,
1824,0.0068969,0.0925045,1537,
1825,0.0067103,0.1091924,284,
1826,0.0062318,0.1198982,85,
1827,0.0122059,0.1409324,1425,
1828,0.0073875,0.1315044,1687,
1829,0.0054757,0.0783660,1399,
1830,0.0028661,0.0354727,1236,
1831,0.0040588,0.0545440,1622,
1832,0.0057896,0.0764733,1755,
1833,0.0064742,0.0852527,7,
1834,0.0067619,0.1141426,1043,
1835,0.0060024,0.0643522,104,
1836,0.0041890,0.0387715,419,
1837,0.0037114,0.0548604,1626,
1838,0.0035236,0.0736748,1507,
1839,0.0035815,0.1032461,795,
1840,0.0100334,0.1102483,827,
1841,0.0094725,0.0643377,1576,
1842,0.0048457,0.0365011,189,
1843,0.0030091,0.0506538,361,
1844,0.0039124,0.0684949,440,
1845,0.0029259,0.0849137,879,
1846,0.0089813,0.1264400,853,
1847,0.0082260,0.0885065,352,
1848,0.0047550,0.0569937,1164,
1849,0.0050210,0.0567756,876,
1850,0.0069545,0.0770906,1587,
1851,0.0030780,0.0602632,308,
1852,0.0048389,0.1515869,495,
1853,0.0037418,0.1071693,1231,
1854,0.0047916,0.0641618,1391,
1855,0.0067296,0.0444658,24,
1856,0.0090260,0.0590334,176,
1857,0.0059381,0.0564217,974,
1858,0.0043724,0.0708685,969,
1859,0.0025025,0.0458916,884,
1860,0.0028137,0.0269600,1345,
1861,0.0051573,0.0377728,646,
1862,0.0052034,0.0528238,1169,
1863,0.0028604,0.1132827,124,
1864,0.0028143,0.0862668,1794,
1865,0.0055070,0.0469605,1643,
1866,0.0053278,0.0318399,1464,
1867,0.0077345,0.0838293,1472,
1868,0.0021569,0.0963527,146,
1869,0.0026005,0.0787935,989,
1870,0.0056573,0.0445818,1259,
1871,0.0046150,0.0404945,269,
1872,0.0098728,0.1373102,1415,
1873,0.0017883,0.0464930,1185,
1874,0.0011090,0.0253112,430,
1875,0.0018181,0.0234668,812,
1876,0.0035872,0.0418631,557,
1877,0.0084931,0.1158711,799,
1878,0.0032845,0.0378570,1843,
1879,0.0017468,0.0160369,1085,
1880,0.0020331,0.0126394,1859,
1881,0.0032605,0.0303302,845,
1882,0.0058454,0.0414866,433,
1883,0.0089984,0.0840514,1748,
1884,0.0146501,0.1298461,1543,
1885,0.0117145,0.1209571,1216,
1886,0.0090414,0.1154333,574,
1887,0.0178044,0.2095105,546,
1888,0.0204875,0.1545200,52,
1889,0.0319315,0.1910660,1716,
1890,0.0210610,0.1452750,425,
1891,0.0137600,0.0996691,57,
1892,0.0200135,0.2086795,782,
1893,0.0254635,0.2277904,482,
1894,0.0381305,0.2393167,624,
1895,0.0301258,0.1590404,1817,
1896,0.0169686,0.0848742,1210,
1897,0.0204216,0.1143838,205,
1898,0.0158244,0.1855121,518,
1899,0.0282373,0.2102569,875,
1900,0.0240362,0.1555188,924,
1901,0.0133815,0.1019759,370,
1902,0.0237303,0.0869972,1627,
1903,0.0076362,0.0589833,1851,
1904,0.0181807,0.0910632,1199,
1905,0.0234584,0.1793752,1778,
1906,0.0129171,0.1682255,990,
1907,0.0241414,0.1587752,1116,
1908,0.0071155,0.1081336,1423,
1909,0.0061444,0.0977579,1653,
1910,0.0049656,0.1196081,1681,
1911,0.0051304,0.0779558,357,
1912,0.0086967,0.0499498,457,
1913,0.0121760,0.0435163,1876,
1914,0.0142204,0.0523954,789,
1915,0.0110679,0.0564067,1072,
1916,0.0061364,0.0715597,1242,
1917,0.0086582,0.0368442,1330,
1918,0.0124237,0.0499496,56,
1919,0.0161275,0.0594268,1556,
1920,0.0211710,0.0542344,774,
1921,0.0166011,0.0561262,177,
1922,0.0187418,0.0557427,1639,
1923,0.0248953,0.0445104,283,
1924,0.0205561,0.0450028,1413,
1925,0.0053685,0.0447673,803,
1926,0.0024755,0.0271799,1790,
1927,0.0015123,0.0119789,458,
1928,0.0020088,0.0148981,907,
1929,0.0038354,0.0169787,998,
1930,0.0066239,0.0486207,141,
1931,0.0027522,0.0352626,1774,
1932,0.0022065,0.0200147,1324,
1933,0.0017396,0.0137891,464,
1934,0.0021180,0.0192873,663,
1935,0.0082265,0.0414496,461,
1936,0.0023434,0.0243900,1637,
1937,0.0016113,0.0149200,1573,
1938,0.0013417,0.0201952,1036,
1939,0.0072905,0.0160119,1933,
1940,0.0146090,0.0449011,39,
1941,0.0205660,0.1326459,567,
1942,0.0165259,0.1788603,711,
1943,0.0171166,0.2139244,79,
1944,0.0058093,0.0221582,931,
1945,0.0120340,0.0243375,638,
1946,0.0188608,0.0576410,1430,
1947,0.0245382,0.1226268,1669,
1948,0.0038719,0.0241879,493,
1949,0.0093412,0.0282238,1517,
1950,0.0195314,0.0586762,900,
1951,0.0337560,0.0986177,306,
